video_name,category_name,title,text,summary
119.mp4,Спорт,"Кто из учеников Максима Транькова получит вызов в сборную, а кто просто получит: Юнусов/ Володя XXL?","ой-ой-ой. ой, это тоже фигурист. можно. погнали. и двигаетесь вы в сторону бортика. елочкой поехать. и делаем вращение.группа мужчин и женщин играет в копыто на катке перед большой толпой.","В этом эпизоде Роману Юнусову и его звездному гостю - блогеру Володе XXL - предстоит пройти обучение азам фигурного катания и подготовиться к своей дебютной показательной программе. Получится ли у Максима Транькова обучить людей с нулевым уровнем подготовки? Узнаем в выпуске шоу ""Спортивный интерес"". По вопросам рекламы пишите на email"
120.mp4,Музыка,"МузЛофт - Концерт | Лёля Гущина, про студию Союз, плохие песни и выступление в психушке","это был бы знатный махач. я заезжаю на территорию пнд. там же вот сплошной мак. по-другому не выскажешь. и у меня такие вообще, у меня картотека моих косяков, знаешь, она просто вот так вот выдвинулась, я думаю, блин, что я там такое делала, что я могла лизать какую-то женщину? как кошечку тебя, да? это капец, я помню тот случай. в час веселья и обмана. между столика напротив. ой, какое. это что, камингау сейчас был? или просто что-то навеяло? к человеку с кошкой едет неотложка. порошок целебный, людям он везет. ну ладно. могут же, да?группа людей поет и танцует перед сценой, в то время как музыка играет на заднем плане.","Леля Гущина - автор, актриса и мощный голос популярного, юмористического шоу ""Студия Союз"". В этом выпуске мы вспомнили забавные истории и первоапрельские розыгрыши, спели ""Плохие песни"", немножко погрустили, а потом вдарили рока. И это лишь малая часть. Смотри скорее выпуск, чтобы узнать больше."
121.mp4,Развлечения,Алкомафия I #4,"замотаем! мы замотаем! воооооо! это влад ксёнцык! я никита некрасов! я не из перми! вот тут человек поднимает трубу, кто хочет набухаться. пососаться. пососаться, совершенно верно. поэтому падает на тебя... в чем прикол-то? бухаем и, значит, пошли... не, мне просто нашли для схайки... аж тот такой... охренеть! у них был гаустук. не, как я понял... как я понял. конечно. во все. я вас вот был ради антона все это. что было? что было? это же всё враньё. ну что же, шоты есть перед вами. на счет трипею. пидеры. но антон мог захотеть себя набухать. должновато, да? ты просто считаешь, что антон? в этом самом месте. кроме бориса. антон пошел уже. ну позиция есть.группа людей сидит за столом, играя в покер, и один из них разговаривает с другим человеком.","Это Алкомафия! Шоу, в котором комики играют в мафию и пьют горячительные напитки. Градус игры повышается с каждым выпитым бокалом. На розливе ведущий Семен Голубь. Сегодня за звание лучшего игрока и пять тысяч рублей сражаются Борис Зелигер, Никита Некрасов, Женя Замотаев, Влад Ксендзык, Антон Горбенко."
122.mp4,Сериалы,"Салют, Начальник | 8 серия","ты в чоп устроишься? только бабуль зайдем по дороге. так это же наш кидал, кутер. на. а на пожрать в дорогу. на. видали, как ты ментов прессуешь. я? но никак не обойтись. ну ты как? тебя подставили. у тебя, конечно, может не получиться. потому что палевно. ну и на хрена? салютно мне. поняли прикол? не поняли, короче? ну, или усадьба. соляру только не жалейте, чтоб наверняка. ты разлокируй. на. ну, или усадьба. гой, бредок.группа людей идет по заснеженной местности, в то время как музыка играет на заднем плане.","Назаров с Сундуком решают начать новую жизнь в новом месте, но прощальный разговор с бабулей меняет планы Назарова, и тот отправляется разбираться с несправедливостью. По вопросам рекламы пишите на email"
123.mp4,Развлечения,Шоу «Пацанский Клининг» | Жесть после новогодней вписки | Выпуск 9,"андрей, блин! да мне вообще *******. ты чего разнырешься? погнали. во. хреновый знак. погнали. погнали. придется. андрюш, все. пошел нахер. пошел нахер. что там? пока не понятно. схуяли. потому что я это **** весь находиться. это чтобы у нас на тебя были ориентировки, чтобы где-то там будешь ходить, хер его знает. но для начала погоди, братан. так что, казали, тебя забирай, и тихо ты еще толкуешь. погнали. вы охуеете! пойду посмотрю, как дела в антоке. мы с антокой достаточно хорошо уже попотели здесь, поубирались в этой... капомильник! я все равно вздрючу. схватил, что тебе полторучки? я такой купил, вы охугруппа мужчин и женщин стоят перед стеной и говорят о погоде.","Подписывайся на все наши каналы на Rutube, находи слово спрятанное в предыдущем видео и пиши его в комментариях под постом в Instagram. Может быть именно ты заберешь iPhone 13 Pro. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - / Шляпа - /  Ссылка на пост в Инстаграм: -hz/  Первый в 2022 году выпуск шоу «Пацанский Клининг» сразу начинается с сюрпризов. Егору, Андрюхе и Антону пока страна наслаждается новогодними каникулами, предстоит ужаснуться от масштаба жесткого беспорядка в очень маленькой квартире подписчика. Кто сдаться первый и откажется от шоу? Смотрите сами до конца!"
124.mp4,Блоги,Хашлама | Выпуск 5 | Максим Игумнов | Инстасамка | Мужская солидарность | Модель Plus Size,"а? что за *****? на хуйю штукатурят, *****. что? что? точнее, сниматься в ней. что там? видишь? короче, я говорю, он начитанный. ничего такого? ну ты уже посмотрел, уже нельзя. это же жесть. провнина должна быть. из-под них еще торчить не заметил? одну офигенную мысль слышал недавно. какого? а, это типа, чтобы не ********* помаду? овраг? по-любому. ***, это такой облом, прикинь? крым свой, который уже не свой, а наш. смотри, разъёк. ***, вон нихуй. разъёк. он так кайфанул, что... фу ***. фу. мне кажется, вот это самое ******** покажут. какая жесть. как... какая жесть. а? давай?группа мужчин и женщин сидят за столом, пьют пиво и разговаривают друг с другом.","Привет, это Султан и Авет! Мы опять хаваем вкусное и не очень вкусное, а также обсуждаем всевозможные зашквары. Сегодня в гостях шоу пранкер и соведущий шоу “Три лошадиных силы” - Максим Игумнов, с которым Авет и Султан обсудят: Инстасамку и Гагарину, силу косметики, моделей Plus Size, контент Макса и немного трэша.    А поели мы во Frank by Basta. Просто лучшие! Правда. 11:20 Шоу “Лошадиные силы” - три ведущих, три машины, разные испытания Три лошадиные силы. Смотрите видео онлайн, бесплатно (rutube.ru)  Авет  Султан /  Спасибо нашему гостю: Максим   #шоу #хашлама #пранк  Сотрудничество: email"
125.mp4,Кулинария,Такой расклад. Эфир 9. Метафорические карты. Про отношения в семье,"всем привет, с вами енина студилина из шоу «такой расклад». друзья, метафорические карты – это у нас проективный метод психологический, мы будем общаться с вашим подсознанием, но есть такой момент, когда вы хотите задать вопрос, вы посылаете нам намерение, вы формулируете свое намерение и потом облекаете его в слова, которые пишете нам, и мы их читаем и воспроизводим ваш запрос. конечно, вы можете задавать такие вопросы – как мне встретить идеального спутника, что мне необходимо в себе прокачать, развить, увидеть, заметить, чтобы привлечь того самого. да, сегодня у нас 5 колод участвуют, потому что тема такая не простая, она связана с родителями, с родом в целом и поэтому нам могут понадобиться карты совершенно из разных колод. вот есть такое понимание, что вот эта идентификация называется котика, я какой-то не такой, она здесь включается при всем том, что вроде бы все вокруг хорошо. то есть не ищите в них каких-то черных пятен, не ищите вот эту самую ложку дегтя, посмотрите сколько меда ваших близких. и как правило, к сожалению, мы всегда смотрим на тот самый деготь и видим его, да. то есть здесь, полин, речь идет, как мне кажется, по этой карте, речь идет о каких-то таких мнимых, возможно, границах, о чем-то таком бутафорском, что когда вы общаетесь с молодыми людьми, вы видите в них не их. итак, ресурс для татьяны. вот, татьяна, такое вам выпадает великолепие. то есть она как бы в них, вот, в каждом в этом котике и как будто бы нет себя.группа людей сидят за столом, и одна из них разговаривает о проекте, а другая говорит о проекте.","В этом выпуске шоу «Такой расклад» вы увидите мак-терапевта, психолога, расстановщика Веронику Копейко в компании ведущей Янины Студилиной. Встречаемся в 20:00! Тема эфира – отношения в семье. В прямом эфире Вероника с помощью метафорических ассоциативных карт поможет найти ответы на вопросы зрителей о сложностях и перспективах в семье и о том, как искать взаимопонимание в отношениях с близкими. Любые вопросы по теме приветствуются! Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции. И по ссылкам: Telegram-бот   Официальная страница RUTUBE -23459697_133894  В понедельник 28 ноября в 20:00 встречаемся с Ксенией ПроТаро. Расклады на таро о ваших планах на оставшийся месяц 2022 года – готовьте вопросы и включайте эфир!"
126.mp4,Юмор,Полупановы. «Эпизод 9»,"погоди, родной. конечно. так, ну ты это, камеди-клап, что ли? заземление, угу. мне ж в грозу *****, ну ты пойми тоже... дарц минус. москва. вашингтон. так это точно не моль. бать, а у нас изолента где? ну у тебя топор, возьми да проруби. эх, вот это раритет. чего?","Канал ""Антон Протеинов"" - /  В этом эпизоде странная семейка Полупановых продолжает жить своей своеобразной жизнью. В этом выпуске оператор Валера пришел понаблюдать за ними отдельно."
127.mp4,Детям,Лесенка знаний: мастерство I 10 серия I Пекарь,"а вот и сам петр. итак, сначала просеиваем муку. а вот теперь и замешать можно. да уж, домашние булочки!группа людей стоит на стоянке, и один из них бросает карточку в камеру.","Макс и Лиза решили испечь для мамы булочки самостоятельно. Артур отправляет их в доисторические времена, где дети пекут лепешки на камнях очага, потом они знакомятся с водяной и ветряной мельницей. Наконец, попадают в эпоху Петра 1, и он учит их замешивать тесто и выпекать ароматные булочки."
128.mp4,Развлечения,"Такой расклад. Эфир 6. Метафорические карты. Про карьеру, бизнес и деньги",мужчина и женщина сидят перед экраном и говорят о чем-то.,"В этом выпуске шоу «Такой расклад» - мак-терапевт и психолог Вероника Копейко в компании ведущего Сергея Терре. Встречаемся в 20:00! Тема недели и этого выпуска – карьера, бизнес и деньги. В прямом эфире Вероника с помощью метафорических карт поможет найти ответы на вопросы зрителей о карьере, бизнесе, развитии в профессии, поиске предназначения и финансовой стороне всего перечисленного. А также о любых аспектах, связанных с темой. Поговорим и о том, что поможет начать новое дело или открыть бизнес своей мечты. Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции! А также по этим ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_133477 В понедельник 21 ноября в 20:00 встречаемся с Ксенией ПроТаро. Расклады на таро об отношениях в семье – готовьте вопросы и включайте эфир!"
129.mp4,Развлечения,CARJITSU. 1 серия. Блуд vs Сарычева. Джиу-джитсу в машине,"надо с разгона. стоп. просто вборитесь и всем добра. хаджимэ. стоп. хаджимэ. стоп. хаджимэ.мужчина сидит на стуле и разговаривает с камерой, в то время как другой мужчина говорит на иностранном языке.","Это спортивно-развлекательное шоу про борьбу в автомобиле, которые впервые проводятся в России! Противостояние легендарного силача старой школы Виктора Блуда против рекордсмена мира по штанге жиму лёжа Кирилла Сарычева в автомобиле. Мощная борьба в автомобиле!"
130.mp4,Лайфстайл,Абьюз-шоу | Выпуск № 3 часть 1 |  Лиса-Алиса,"как твои дела? я сдалась его чаром. к концу того времени уже появилась другая. тебя это устраивало? это в этих отношениях? по какой причине? то есть человек тебя прям доводил? вообще-то для себя, но по его велению. скорее всего, так как я пошла не по своему велению, не по воле своей души, скорее всего, поэтому веревселенная мне и не дает нормально вести это дело. я не понимаю, почему ты не могла перебороть в себе это. настолько человек тебя стаптовал, что нужно для того, чтобы ты ушла окончательно. это предыдущие отношения? что тебя в этих держит? ты как-то по-другому стала себя вести? нет, не боюсь, но мне дорог этот человек. чем? как ты думаешь, почему ты притягиваешь такое?человек управляет транспортным средством по оживленной улице посреди оживленной городской улицы.","В этом выпуске к нам пришла девушка, которые много лет находится в абьюзивных отношениях. Она расскажет о себе, своих  человеке, который в начале помог ей измениться и стать лучше, а после - задавил своими ожиданиями. Ей предстоит увидеть в зеркале настоящую себя."
131.mp4,Блоги,"Поверь мне, подруга I #3 I У меня нет друзей. Это нормально?","да, да, ты права, она дура и сама во всем виновата подожди, я еще ничего не рассказала ну, рассказывай дружба делает нашу жизнь лучше ты знаешь, что рядом есть родная душа человек понимает тебя, поддерживает и никогда не предаст но помни, дружба должна быть взаимной не вздумай бегать за кем-то и навязываться я тебя обожаю ты мой самый лучший друг когда найдешь настоящего друга, береги его но дружить тоже нужно уметь многие мечтают о настоящих друзьях, которые всегда готовы помочь только важно понимать, чтобы найти такого человека надо и самому быть достойным другом поговорим о негласных правилах дружбы искренность дружбу нельзя назвать настоящей, если она строится на какой-то выгоде или лицемерии важно искренне хотеть просто так общаться с человеком надежность нельзя менять друзей как перчатки я не говорю, что нужно общаться только с одним человеком но размениваться и забывать старых друзей из-за новых нельзя например, в класс пришла новая девочка, с которой тебе веселее, чем со старой подружкой итак, постарайся сделать так, чтобы вы дружили втроем не отказывайся от хорошего, проверенного друга в пользу нового человека не даром говорят, старый друг лучше новых двух сначала два, один ань, а почему ты дружишь с этим дедом, а не с нами?мужчина стоит перед пучком картонных коробок, а затем мужчина стоит перед пучком картонных коробок, а затем мужчина находится за рулем автомобиля на парковке, в то время как музыка играет на заднем плане, и мужчина разговаривает с ним.","В этом выпуске Аня Хилькевич расскажет, что такое дружба и как правильно дружить. Ты узнаешь, нормально ли это, что у тебя в принципе нет друзей. И что делать, если завести их очень хочется, но не получается"
132.mp4,Блоги,TikTok Дайджест I Выпуск 11 I Верните старую Дину! Какие звуки сейчас в тренде,"с вами тикток-шоу, я настя витонова, и сегодня я вам расскажу все новости самой популярной платформы в мире. даже встречать комментарии из серии «с рахимом, она была лучше» сама дина не реагирует на хейт, а даже провоцирует фолловеров откровенными снимками. еще одна волна буллинга была направлена в сторону блогерши саши айс. итак, маяшкины, переносимся во вкладку «интересное». покажу реф. а это уже переделанное пользователем тиктока. а еще есть лайфхак для беспроигрышного липсинга. теперь у меня есть краши. с вами была настя витонова.мужчина и женщина находятся на сцене, и мужчина разговаривает, в то время как женщина держит микрофон.","Новый трибьют группы “Тату” и очередной хейт на Дину Саеву! Все последние новости с мира блогеров, в новом выпуске TikTok дайджеста."
133.mp4,Видеоигры,PVP #6 I Аринян VS Екатзе,"клёво, что так получилось, да? кась, отдай пятюнюк! я маша марпл. клево, что так получилось, да? души, бро. я? это попозарь. а потом вот так бац. ну как? ну, блин, да, бывает такое. там еще хендмейт такой. в чем прикол? нет? все? точно? надеюсь, ты, леша, это оценишь. блин. а я вообще-то все залагала. точно? у кого-то в телеге. да, у него плашка. да, плашку. все? как вообще? ну просто, видишь, какие мы шарящие. пока что.группа мужчин и женщин сидят за столом и говорят об игре в покер.","В этом выпуске узнаём у Ekatze007 и AHRI NYAN как стать успешными на твиче, выясняем кто из стримеров сколько сидел в бане, а затем уничтожаем червяков в Worms W.M.D."
134.mp4,Путешествия,Один выходной | Выпуск 6 | Интерактивные выставки в Москве,"кто ходит в гости по утрам, тот что поступает мудро, как и я. а как вы считаете, здесь можно свое выхгруппа женщин сидит в комнате, и одна из них говорит с другой женщиной.","Интерактивная выставка, это выставка где человек может, не только смотреть на экспонаты, но и взаимодействовать с ними.   И сегодня Ташэ предлагает вам не сидеть дома, а идти на интерактивные выставки тем более что в Москве это можно сделать бесплатно и за небольшие деньги.   Сегодня она посмотрит на павильон “Умный Город” и попадёт в зимнюю сказку в интерактивном музее Союзмультфильма."
135.mp4,Видеоигры,Гейм разбор. Выпуск №2 - Call of Duty: Modern Warfare - реакция спецназовца,"да нет. указание сейчас было, да? это не указка тлцу, ну, скажем так, это... опять же, это вот просто он на пролом бежит. ну, имеется в виду, что у них негласная своя дуэль. как, например, и патроны определенные есть со смещенным центром. возможно, это могут применять банформирования, против которых вы будете. тут какой негодяй. только в случае явного применения против тебя силы. ну, зачем ты идешь в лобовую атаку? кто-то из них не штатный сапер. мы сейчас перережем раз, да, там... поешь? что тут вилкой, ложкой, что это он порвал или она вскрывает все. да никогда ты не вышибешь там.мужчина и женщина находятся на сцене, и мужчина разговаривает, в то время как женщина держит микрофон.","Гейм разбор - шоу, в котором эксперты оценивают реалистичность видеоигр. В этом выпуске сотрудник Центра специального назначения ФСБ будет реагировать на игру Call of Duty: Modern Warfare. Как вести себя с заложниками? Что делать, если попал в плен? Что такое снайперская дуэль? Ответы на эти вопросы вы найдете во втором выпуске шоу «Гейм разбор»."
136.mp4,Лайфстайл,Сколько Стоит День? Выпуск 2. Сколько тратит в день Вован Селиванов?,"меня зовут саша великолепный и добро пожаловать в моё авторское шоу «сколько стоит день?». вова, ну как так-то? вранищу в такую именно во дворы. потратится! хорошо так? большая редкость, но сегодня я расскажу. проходи. о-о-о, блин, как клево у тебя здесь, слушай. сейчас я повесил вот эти вот, как они называются? так, ну вот такая вот у меня здесь самая непосредственная. мне он достаточно выгодно обошелся. она у меня в наброске таком. а сейчас эксклюзив специально для вас. вот такая зарисовочка. давай полегче, но не слушался диспетч. хабиба? хабиба, да, спродюсировали они. есть? есть тапка оригинальная. и вынимаешь, вставляешь нормально себе. все варианты посмотреть. вот они реалийты. ну, как будто капюшончик. короче, я все время мысленно возвращаюсь к той рубахе. это говгруппа мужчин и женщин сидят за столом и говорят об игре в покер.","Сегодня мы провели целый день с комиком, музыкантом и актером популярнейшего сериала «Реальные Пацаны» – Вованом Селивановым. За этот день мы узнали, на что и, главное, сколько денег Вован тратит в течение рабочего дня. В конце мы подвели итог и суммировали все чеки. Во что одевается Вован Селиванов? На какие увлечения он тратит больше всего денег? В каких местах ест? Смотри и делись своим впечатлением в комментариях под видео!"
137.mp4,Блоги,Пробы | Выпуск 2 | Люберцы. История любви,"ду хаст мишь! тужимся! тужимся! вы рогать умеете? ай? рогать умеете? умеешь что? что? показалась. конечно. оторвал! стоп! гангон ты ******. ой ничего страшного. понимаешь? вон смей. вон смей. вон. лизучок. лизучок. лизучок. давай трахаться. андрей? как? андрей? это моя алена. что?группа женщин сидит в комнате, и одна из них говорит с другой женщиной.","Во втором выпуске Гера Теплый начинает поиск актеров в свой драматический сериал: ""Люберцы.История Любви."""
138.mp4,Видеоигры,Гейм разбор. Выпуск №11 - Tony Hawks Pro Skater - реакция скейтбордиста,"так, ну тут довольно-таки классные рампы. учитывая то, что тони холк сейчас 53 года, я не думаю, что он так прыгал. я увидел тут инди, это как раз-таки сальто в рампе, когда ты вылетаешь с рампы и делаешь сальто. конечно, графика была в разы хуже, но, наверное, первая часть это легенда мирских бординга. а вот по таким трубам кататься действительно очень круто. можно набирать скорость и делать обороты в таких трубах. сека. ой, здесь даже татухи можно выбрать. ну максимум это кепка. ну, лично мне на сезон нужно пару-две, наверное, кедов. они, я не знаю как, ездят просто в убитых кроссах до ужаса.мужчина и женщина находятся на сцене, и мужчина разговаривает, в то время как женщина держит микрофон.","В этом выпуске профессиональный скейтбордист реагирует на Tony Hawks Pro Skater! Можно ли выполнить трюки из игры в жизни? Как правильно называются эти трюки? Что нужно, чтобы встать на скейтборд? Ответы на эти вопросы вы найдёте в 10 эпизоде шоу «Гейм разбор»"
139.mp4,Блоги,Какова Меркурия? | Выпуск 8,"прям офигеть, как много успеха! давайте уже и жить красиво. будьте на чили, на расслабония. в новом году звезды вам не советуют изюм. раки, ну вы что там себе напридумывали? хватит накручивать себя. конечно, после группы чили. у вас впереди много приколюх жизненных, и вы обязательно справитесь со всем. в новом году звезды советуют вам не снимать ничего в тикток. да пребудет с вами кари. в одолее вам надо раскрыть чакры. отметьте прям в кайп.группа мужчин и женщин сидят за столом и говорят об игре в покер.",Самый достоверный гороскоп на Новый год вы найдёте на этом канале и от этой невероятно красивой головы. Всех с наступающим❤
140.mp4,Развлечения,Алкомафия I #3,"высплощите меня. причатил уже не первым, молодец. что? влад, а знаешь, что справа у тебя находится? анвар киемов! анвар киемов! как дела? почем апеллочные? дорогой взял! понятно? пятый участник, вот он, влад ильченко! суть понятна. я уверен, он бухой сидит смотрит. в итоге я сказал, проще мы его в толчке завали. капля пота такая. сейчас я выставляю шоты. ну что? перехватывает сразу. такого быть не может. это что, рикошета? тебя сыпануло дробью. к игре влад. и ему еще подцепили. во-первых, я думаю, что это анвар. нет, короче, есть предположение такое. анвар, ты безобидный? и даже не шелохнулся. борис двое и анвар борис. холивары насыпьте. если шорохи какие-то. он специально, возможно, качеврял, чтобы нас закутать. я сколько шорохов не особгруппа женщин сидит в комнате, и одна из них говорит с другой женщиной.","Это Алкомафия! Шоу, в котором комики играют в мафию и пьют горячительные напитки. Градус игры повышается с каждым выпитым бокалом. На розливе ведущий Семен Голубь. Сегодня за звание лучшего игрока и пять тысяч рублей сражаются Борис Зелигер, Никита Некрасов, Женя Замотаев, Влад Ксендзык, Антон Горбенко."
141.mp4,Охота и рыбалка,Люди у которых клюётI #1 I Ловля зубастой на слияние рек,"и судак. и судак. ну и че, такая дубинка кажется. туда даже свои воблера бросать не буду. локонь вообще зачетный. такого бы на соревнованиях поймать. на че, на слаг? на слаг. да пускай клеит, что ж. говорят, на него очень хорошо идет, на это колебло. квасочку в дорожку. копченая. подкопченое. чтобы не слипались. твистер такого, разумеется. пачи доготавливать пускай. чтобы пожрать. чтобы пожрать. чтобы подолься, готовься, чтобы я еще акушка поймал. заплавничок. прикол у нас. поклевочка была. на овсет не сечется.мужчина и женщина находятся на сцене, и мужчина разговаривает, в то время как женщина держит микрофон.","Поехали с парнями на рыбалку по спиннингу с лодок на слияние двух рек. Приготовили макароны по-флотски на природе. Устроили соревнования между собой по ловле на микроджиг. Смотрите как все это было. Как ВАМ такая рыбалка? Пиши в комментарии Присылайте нам новые рецепты блюд в казане или садже в комментарии под этим видео, и мы обязательно самые лучшие приготовим. Так же пишите рыболовные лайфхаки, будем рады."
142.mp4,Блоги,Хашлама | Выпуск 6 | Ночные клубы | Ген нищеты | Семейная жизнь и мерзкие запахи,"как дела, авет? нет? чисто похавать пришел сегодня. трэшовое? полная дичь. видимо нет. а это что-то да? отсюда даже чувствуется. ладно, погнали, короче, видосы. с максом хорошо получилось? башмательный. его не пропускают, да? я же хач. и латами. конченные гондоны. почему? особенно вот эти. например, как у этого башмака. филе миньон. мне кажется, из-за этого не таза. дай сотку. шлюхи, ******** и вот эта *****. вообще вы себя уебищно ведете. мы зашли как-то с лешей. с каким лешей? он просто блюет на пол. я такой, леш, ну, пойдем как бы. что? когда овет прав, овет прав. надежней некуда. давид манукьян. а, давида манукьяна. как это? ну понятно. здоровый? конечно.группа мужчин и женщин сидят за столом и говорят об игре в покер.","Привет, это снова Султан и Авет! Сегодня у нас, к сожалению, ну очень невкусное, а также различные видосы. В этом выпуске обсудили: мерзкие запахи, ночные клубы, семейную жизнь, Мартиросяна и ген нищеты   Еда была из Old Trade Pub, нам не понравилось, честно  Авет - Султан - /  Сотрудничество: email"
143.mp4,Юмор,"Анкета | Выпуск №3 / Кем окажется гость?Как его зовут и чтобы он сделал, став на один день девушкой?","подгадать? ну, я думаю, конечно, это была поза в гамаке. в гамаке? да, в гамаке. это как? ну, в гамаке это четко. можно и так сказать. фамилия. не, по лещу, правильно. клопкович. егор. да, ну сидор, рифма известная. разобрались. ну полищук, мы уже догадались. я вот докину. чисто чтобы. не сошлось. полищук, абсолютно верно. уважительная и потом сразу рифма. а рифма какая? а рифма какая? как? что? что? чего? если кто-то из вас угадает, я побреюсь на лысо прямо сейчас. никита, твоя версия. егор, твоя версия. моя версия вот такая. максим, твоя версия. да нет, тачка настоящая. тюнинговая.группа женщин сидит в комнате, и одна из них говорит с другой женщиной.","В третьем выпуске юмористического шоу “Анкета”, три комика - Егор Свирский, Максим Береснев и Никита Дубровский полагаясь только на свою интуицию, попытаются узнать: как зовут гостя, какой у него самый главный талант и самое необычное место, где у него был секс."
